"date","exp_condition","indivOrGroup","info_share_cost","confirmationID","amazonID","latency","totalEarning","bonus_for_waiting","completionFee","totalPayment","age","sex","country","q1","q2","q3","q4"
"20211119_1343","binary","-1","0","t9-DfxkCEN3TMZKYAAAB","INHOUSETEST3","-1","0.00","0.03","0","0","","","NA","-1","-1","-1",""
"20211119_1343","binary","-1","0","ztfYrQgsVEpOHJXuAAAA","INHOUSETEST3","-1","0.00","0.04","0","0","","","NA","-1","-1","-1",""
