date,time,amazonID,indivOrGroup,groupSize,room,confirmationID,subjectNumber,round,gameRound,gameType,behaviouralType,choice,num_choice,payoff,didShare,info_share_cost,totalEarning,timeElapsed,latency
2021-11-16,15:20:48,INHOUSETEST3,1,2,wnkrTCT_session_3,vTNtLK28MaJEWHfOAAAG,1,5,0,1,choice,risky,,86,,0,447,51611,0
2021-11-16,15:20:50,INHOUSETEST3,1,2,wnkrTCT_session_3,vTNtLK28MaJEWHfOAAAG,1,5,0,1,info-sharing,,2,86,0,0,NaN,53160,0
2021-11-16,15:20:50,INHOUSETEST3,1,2,wnkrTCT_session_3,egTonydSKRYn73LKAAAH,2,5,0,1,choice,risky,,86,,0,561,53608,0
2021-11-16,15:20:52,INHOUSETEST3,1,2,wnkrTCT_session_3,egTonydSKRYn73LKAAAH,2,5,0,1,info-sharing,,2,86,0,0,NaN,55180,0
2021-11-16,15:24:20,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,1,0,2,choice,sure,,117,,200,117,7303,0
2021-11-16,15:24:21,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,1,0,2,info-sharing,,2,117,0,200,117,8497,0
2021-11-16,15:24:23,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,1,0,2,choice,risky,,86,,200,86,10356,0
2021-11-16,15:24:25,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,1,0,2,info-sharing,,1,86,1,200,-114,11762,0
2021-11-16,15:24:26,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,2,0,2,choice,sure,,116,,200,2,13309,0
2021-11-16,15:24:27,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,2,0,2,info-sharing,,2,116,0,200,116,14404,0
2021-11-16,15:24:29,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,2,0,2,choice,sure,,115,,200,232,15852,0
2021-11-16,15:24:30,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,2,0,2,info-sharing,,2,115,0,200,115,17565,0
2021-11-16,15:24:31,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,3,0,2,choice,sure,,117,,200,349,18346,0
2021-11-16,15:24:32,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,3,0,2,info-sharing,,2,117,0,200,117,19497,0
2021-11-16,15:24:34,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,3,0,2,choice,sure,,117,,200,119,20910,0
2021-11-16,15:24:35,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,3,0,2,info-sharing,,2,117,0,200,117,22267,0
2021-11-16,15:24:36,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,4,0,2,choice,sure,,116,,200,235,23057,0
2021-11-16,15:24:37,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,4,0,2,info-sharing,,2,116,0,200,116,24241,0
2021-11-16,15:24:38,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,4,0,2,choice,sure,,115,,200,464,25693,0
2021-11-16,15:24:40,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,4,0,2,info-sharing,,2,115,0,200,115,26992,0
2021-11-16,15:24:41,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,5,0,2,choice,sure,,118,,200,582,27962,0
2021-11-16,15:24:42,INHOUSETEST3,1,2,njiLRmE_session_4,XJREJihe4lRXdVfcAAAJ,2,5,0,2,info-sharing,,2,118,0,200,NaN,29552,0
2021-11-16,15:24:45,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,5,0,2,choice,sure,,117,,200,352,32052,0
2021-11-16,15:24:46,INHOUSETEST3,1,2,njiLRmE_session_4,lmkGjE4qvWl_EULVAAAI,1,5,0,2,info-sharing,,2,117,0,200,NaN,33587,0
2021-11-16,16:40:12,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,1,0,3,choice,sure,,115,,0,115,7624,0
2021-11-16,16:40:13,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,1,0,3,info-sharing,,2,115,0,200,NaN,9270,0
2021-11-16,16:40:14,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,2,0,3,choice,risky,,167,,0,282,10055,0
2021-11-16,16:40:16,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,2,0,3,info-sharing,,1,167,0,200,NaN,11591,0
2021-11-16,16:40:17,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,3,0,3,choice,risky,,168,,0,450,12667,0
2021-11-16,16:40:18,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,3,0,3,info-sharing,,1,168,0,200,NaN,14206,0
2021-11-16,16:40:19,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,4,0,3,choice,sure,,117,,0,567,15088,0
2021-11-16,16:40:21,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,4,0,3,info-sharing,,2,117,0,200,NaN,16635,0
2021-11-16,16:40:22,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,5,0,3,choice,risky,,168,,0,735,17656,0
2021-11-16,16:40:23,INHOUSETEST3,0,1,97_sessionIndiv_6,6nVP61XPLlu6qWnRAAAK,1,5,0,3,info-sharing,,1,168,0,200,NaN,18990,0
2021-11-16,16:49:35,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,1,0,1,choice,sure,,122,,200,122,7388,0
2021-11-16,16:49:37,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,1,0,1,info-sharing,,2,122,0,200,122,8921,0
2021-11-16,16:49:38,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,2,0,1,choice,risky,,166,,200,288,9837,0
2021-11-16,16:49:39,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,2,0,1,info-sharing,,1,166,0,200,166,11380,0
2021-11-16,16:49:40,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,3,0,1,choice,risky,,166,,200,454,12161,0
2021-11-16,16:49:42,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,3,0,1,info-sharing,,1,166,0,200,166,13702,0
2021-11-16,16:49:42,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,4,0,1,choice,sure,,117,,200,571,14096,0
2021-11-16,16:49:43,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,4,0,1,info-sharing,,2,117,0,200,117,15617,0
2021-11-16,16:49:44,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,5,0,1,choice,risky,,167,,200,738,16077,0
2021-11-16,16:49:45,INHOUSETEST3,0,1,97_sessionIndiv_8,VGRc3P9zqy4vAb_JAAAL,1,5,0,1,info-sharing,,1,167,0,200,167,17616,0
2021-11-16,16:56:17,INHOUSETEST3,1,5,SqAspca_session_9,8IIoAAhKPdTG-zocAAAN,3,1,0,1,choice,sure,,122,,0,122,7718,0
2021-11-16,16:56:19,INHOUSETEST3,1,5,SqAspca_session_9,s3XMzKqu_yxh3UieAAAM,1,1,0,1,choice,sure,,122,,0,122,9696,0
2021-11-16,16:56:21,INHOUSETEST3,1,5,SqAspca_session_9,oddJjm5yRTlvjQogAAAP,4,1,0,1,choice,sure,,122,,0,122,11111,0
2021-11-16,16:56:23,INHOUSETEST3,1,5,SqAspca_session_9,NjGuTF_E4smuoOCCAAAO,2,1,0,1,choice,sure,,122,,0,122,13214,0
2021-11-16,16:56:24,INHOUSETEST3,1,5,SqAspca_session_9,piIkOukY9DUU349iAAAQ,5,1,0,1,choice,sure,,119,,0,119,14915,0
2021-11-16,16:56:26,INHOUSETEST3,1,5,SqAspca_session_9,piIkOukY9DUU349iAAAQ,5,1,0,1,info-sharing,,1,119,1,0,119,16621,0
2021-11-16,16:56:27,INHOUSETEST3,1,5,SqAspca_session_9,NjGuTF_E4smuoOCCAAAO,2,1,0,1,info-sharing,,1,122,1,0,122,17400,0
2021-11-16,16:56:28,INHOUSETEST3,1,5,SqAspca_session_9,oddJjm5yRTlvjQogAAAP,4,1,0,1,info-sharing,,1,122,1,0,122,18224,0
2021-11-16,16:56:29,INHOUSETEST3,1,5,SqAspca_session_9,s3XMzKqu_yxh3UieAAAM,1,1,0,1,info-sharing,,1,122,1,0,122,19625,0
2021-11-16,16:56:31,INHOUSETEST3,1,5,SqAspca_session_9,8IIoAAhKPdTG-zocAAAN,3,1,0,1,info-sharing,,1,122,1,0,122,21206,0
2021-11-16,16:56:33,INHOUSETEST3,1,5,SqAspca_session_9,8IIoAAhKPdTG-zocAAAN,3,2,0,1,choice,risky,,86,,0,208,23303,0
2021-11-16,16:56:35,INHOUSETEST3,1,5,SqAspca_session_9,s3XMzKqu_yxh3UieAAAM,1,2,0,1,choice,risky,,187,,0,309,25066,0
2021-11-16,16:56:36,INHOUSETEST3,1,5,SqAspca_session_9,oddJjm5yRTlvjQogAAAP,4,2,0,1,choice,risky,,87,,0,209,26448,0
2021-11-16,16:56:37,INHOUSETEST3,1,5,SqAspca_session_9,NjGuTF_E4smuoOCCAAAO,2,2,0,1,choice,risky,,85,,0,207,27955,0
2021-11-16,16:56:39,INHOUSETEST3,1,5,SqAspca_session_9,piIkOukY9DUU349iAAAQ,5,2,0,1,choice,risky,,89,,0,208,29597,0
2021-11-16,16:56:41,INHOUSETEST3,1,5,SqAspca_session_9,piIkOukY9DUU349iAAAQ,5,2,0,1,info-sharing,,2,89,0,0,89,31692,0
2021-11-16,16:56:43,INHOUSETEST3,1,5,SqAspca_session_9,NjGuTF_E4smuoOCCAAAO,2,2,0,1,info-sharing,,2,85,1,0,85,33130,0
2021-11-16,16:56:44,INHOUSETEST3,1,5,SqAspca_session_9,oddJjm5yRTlvjQogAAAP,4,2,0,1,info-sharing,,2,87,1,0,87,34089,0
2021-11-16,16:56:45,INHOUSETEST3,1,5,SqAspca_session_9,s3XMzKqu_yxh3UieAAAM,1,2,0,1,info-sharing,,2,187,1,0,187,35324,0
2021-11-16,16:56:46,INHOUSETEST3,1,5,SqAspca_session_9,8IIoAAhKPdTG-zocAAAN,3,2,0,1,info-sharing,,2,86,1,0,86,36702,0
2021-11-16,16:56:49,INHOUSETEST3,1,5,SqAspca_session_9,8IIoAAhKPdTG-zocAAAN,3,3,0,1,choice,sure,,122,,0,330,39299,0
2021-11-16,16:56:51,INHOUSETEST3,1,5,SqAspca_session_9,s3XMzKqu_yxh3UieAAAM,1,3,0,1,choice,sure,,123,,0,432,41238,0
2021-11-16,16:56:52,INHOUSETEST3,1,5,SqAspca_session_9,oddJjm5yRTlvjQogAAAP,4,3,0,1,choice,sure,,121,,0,330,42180,0
2021-11-16,16:56:54,INHOUSETEST3,1,5,SqAspca_session_9,NjGuTF_E4smuoOCCAAAO,2,3,0,1,choice,sure,,116,,0,323,44021,0
2021-11-16,16:56:55,INHOUSETEST3,1,5,SqAspca_session_9,piIkOukY9DUU349iAAAQ,5,3,0,1,choice,sure,,121,,0,329,45537,0
2021-11-16,16:56:57,INHOUSETEST3,1,5,SqAspca_session_9,piIkOukY9DUU349iAAAQ,5,3,0,1,info-sharing,,1,121,1,0,121,47542,0
2021-11-16,16:56:58,INHOUSETEST3,1,5,SqAspca_session_9,NjGuTF_E4smuoOCCAAAO,2,3,0,1,info-sharing,,1,116,1,0,116,48183,0
2021-11-16,16:56:59,INHOUSETEST3,1,5,SqAspca_session_9,oddJjm5yRTlvjQogAAAP,4,3,0,1,info-sharing,,1,121,1,0,121,49146,0
2021-11-16,16:57:0,INHOUSETEST3,1,5,SqAspca_session_9,s3XMzKqu_yxh3UieAAAM,1,3,0,1,info-sharing,,1,123,1,0,123,50575,0
2021-11-16,16:57:2,INHOUSETEST3,1,5,SqAspca_session_9,8IIoAAhKPdTG-zocAAAN,3,3,0,1,info-sharing,,1,122,1,0,122,52071,0
2021-11-16,16:57:3,INHOUSETEST3,1,5,SqAspca_session_9,8IIoAAhKPdTG-zocAAAN,3,4,0,1,choice,sure,,123,,0,453,53725,0
2021-11-16,16:57:6,INHOUSETEST3,1,5,SqAspca_session_9,s3XMzKqu_yxh3UieAAAM,1,4,0,1,choice,sure,,122,,0,554,56205,0
2021-11-16,16:57:8,INHOUSETEST3,1,5,SqAspca_session_9,oddJjm5yRTlvjQogAAAP,4,4,0,1,choice,risky,,87,,0,417,57995,0
2021-11-16,16:57:10,INHOUSETEST3,1,5,SqAspca_session_9,NjGuTF_E4smuoOCCAAAO,2,4,0,1,choice,risky,,88,,0,411,60007,0
2021-11-16,16:57:11,INHOUSETEST3,1,5,SqAspca_session_9,piIkOukY9DUU349iAAAQ,5,4,0,1,choice,risky,,187,,0,516,61323,0
2021-11-16,16:57:13,INHOUSETEST3,1,5,SqAspca_session_9,piIkOukY9DUU349iAAAQ,5,4,0,1,info-sharing,,2,187,1,0,187,63177,0
